Publication,Code,AdditionalTaxonomicInfo,Genus,Species,CurrentGenus,CurrentSpecies,ForamEcogroup,EcoGroupPub,Sample Name,Mineralogy,Lab,Forams,MarineMetazoa,Teeth,NaturalSynthetic,Mollusk,Lake,Corals,N,D47,D47error,Temperature_C,Temperature,TempError_C,TempError,d18O water,d18O water SD,Acid T,pH,Source
2015,Defliese,,,,,,,,25CCalcite1-12-2011,C,UMichigan,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.599,0.013085765,25,11.24942624,1,0.075,,,75,,Petersen
2015,Defliese,,,,,,,,5CAragonite,A,UMichigan,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.648,0.013900065,5,12.92533689,1,0.092,,,75,,Petersen
2015,Defliese,,,,,,,,25CAragonite10-17-2013,A,UMichigan,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.598,0.009406207,25,11.24942624,1,0.075,,,75,,Petersen
2015,Defliese,,,,,,,,70CCalcite10-10-2013,C,UMichigan,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.513,0.005757869,70,8.492430347,1,0.049,,,75,,Petersen
2015,Defliese,,,,,,,,5CCalcite1-12-2012,C,UMichigan,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.645,0.002970373,5,12.92533689,1,0.092,,,75,,Petersen
2015,Defliese,,,,,,,,50CAragonite3-14-2014,A,UMichigan,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.533,0.006460741,50,9.576166301,1,0.059,,,75,,Petersen
2015,Defliese,,,,,,,,50CCalcite3-24-2014,C,UMichigan,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.519,0.007991087,50,9.576166301,1,0.059,,,75,,Petersen
2016,Winkelstern,,,,,,,,AC30dolo,D,UMichigan,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.599,0.019419493,27,11.10000833,5,0.361,,,75,,Petersen
2016,Winkelstern,,,,,,,,250-I-7-d-1,D,UMichigan,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.338,0.004123281,250,3.653823298,2,0.028,,,75,,Petersen
2016,Winkelstern,,,,,,,,O-T-5-d-1,D,UMichigan,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.331,0.006226067,218,4.145450209,2,0.034,,,75,,Petersen
2016,Winkelstern,,,,,,,,200-p-30-d-1,D,UMichigan,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.365,0.00244576,200,4.466859692,2,0.038,,,75,,Petersen
2016,Winkelstern,,,,,,,,IODP-d-2,D,UMichigan,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.617,0.004570216,21,11.55745722,11,0.818,,,75,,Petersen
2016,Winkelstern,,,,,,,,Barb1pt10-1,D,UMichigan,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.628,0.00494408,28,11.02641325,5,0.357,,,75,,Petersen
2016,Winkelstern,,,,,,,,MIZd-1,D,UMichigan,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.496,0.008403269,70,8.492430347,10,0.474,,,75,,Petersen
2016,Winkelstern,,,,,,,,235-O-12-1,D,UMichigan,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.332,0.016103742,235,3.872720373,2,0.030,,,75,,Petersen
2016,Winkelstern,,,,,,,,O-H-2-1,D,UMichigan,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.358,0.014154948,218,4.145450209,2,0.034,,,75,,Petersen
2016,Garcia,,,,,,,,Mg-1,M,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.488,0.003515,79.9,8.022829603,0.1,0.005,,,90,,Petersen
2016,Garcia,,,,,,,,DPT12-10-salt,M,ImperialCollegeLondon,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,2,0.602,0.00616,11.3,12.35913636,0.1,0.009,,,90,,Petersen
2016,Garcia,,,,,,,,DTP10-12-crust,M,ImperialCollegeLondon,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,2,0.676,0.004865,11.3,12.35913636,0.1,0.009,,,90,,Petersen
2016,Garcia,,,,,,,,209,M,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.55,0.008565,60,9.009908173,0.1,0.005,,,90,,Petersen
2016,Garcia,,,,,,,,Mg-3,M,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.489,0.001491692,79.9,8.022829603,0.1,0.005,,,90,,Petersen
2014,Petrizzo,Bivalve,Euciroa,Euciroa pacifica,Euciroa,Euciroa pacifica,,,CIS006-Epacifica,A,UCLAYoung,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,7,0.642,0.011929176,6,12.8328978,1,0.091,,,25,,Petersen
2014,Petrizzo,Bivalve,Pharaonella,Pharaonella pharaonis,Pharaonella,Pharaonella pharaonis,,,CIS020-Pp,A,UCLAYoung,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,7,0.594,0.003766128,25,11.24942624,3,0.223,,,25,,Petersen
2014,Petrizzo,Bivalve,Propeamussium,Propeamussium dalli,Propeamussium,Propeamussium dalli,,,CIS004-PDalli,C,UCLAYoung,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,5,0.65,0.004417387,7,12.74144683,1,0.090,,,25,,Petersen
2014,Petrizzo,Bivalve,Cleidothaerus,Cleidothaerus albidus,Cleidothaerus,Cleidothaerus albidus,,,CIS022-Calbidus,A,UCLAYoung,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,2,0.628,0.01134,18.8,11.73229679,5.5,0.430,,,25,,Petersen
2014,Petrizzo,Bivalve,Perna,Perna canaliculus,Perna,Perna canaliculus,,,CIS023-Pcanal,C,UCLAYoung,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,2,0.629,0.00029,14.5,12.08568424,3,0.248,,,25,,Petersen
2014,Petrizzo,Bivalve,Mya,Mya arenaria,Mya,Mya arenaria,,,CIS025-Marenaria,A,UCLAYoung,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,2,0.641,0.01158,11,12.3852472,2.7,0.232,,,25,,Petersen
2017,Katz,Coccoliths,Emiliania,Emiliania huxleyi,Emiliania,Emiliania huxleyi,,,Ehux15,C,IPGP,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.642,0.002900818,15,12.04377829,0.2,0.017,,,90,,Petersen
2017,Katz,Coccoliths,Emiliania,Emiliania huxleyi,Emiliania,Emiliania huxleyi,,,Ehux25,C,IPGP,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.622,0.004842648,25,11.24942624,0.2,0.015,0.65,NA,90,,Petersen
2017,Katz,Coccoliths,Emiliania,Emiliania huxleyi,Emiliania,Emiliania huxleyi,,,Ehux20,C,IPGP,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.632,0.003808009,20,11.63644183,0.2,0.016,0.65,NA,90,,Petersen
2017,Katz,Coccoliths,Emiliania,Emiliania huxleyi,Emiliania,Emiliania huxleyi,,,Ehux7,C,IPGP,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,2,0.669,0.003425,7,12.74144683,0.2,0.018,-5.82,NA,90,,Petersen
2017,Katz,Coccoliths,Coccolithus,Coccolithus braarudii,Coccolithus,Coccolithus braarudii,,,Cpel20,C,IPGP,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.644,0.003651467,20,11.63644183,0.2,0.016,0.65,NA,90,,Petersen
2017,Katz,Coccoliths,Coccolithus,Coccolithus braarudii,Coccolithus,Coccolithus braarudii,,,Cpel10,C,IPGP,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.668,0.00499563,10,12.47288356,0.2,0.018,0.65,NA,90,,Petersen
2017,Katz,Coccoliths,Coccolithus,Coccolithus braarudii,Coccolithus,Coccolithus braarudii,,,Clept20,C,IPGP,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.64,0.003896081,20,11.63644183,0.2,0.016,0.65,NA,90,,Petersen
2017,Katz,Coccoliths,Emiliania,Emiliania huxleyi,Emiliania,Emiliania huxleyi,,,Ehux10,C,IPGP,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.661,0.010122422,10,12.47288356,0.2,0.018,0.65,NA,90,,Petersen
2017,Katz,Coccoliths,Coccolithus,Coccolithus braarudii,Coccolithus,Coccolithus braarudii,,,Cpel15,C,IPGP,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,5,0.656,0.005714489,15,12.04377829,0.2,0.017,0.65,NA,90,,Petersen
2017,Katz,Coccoliths,Coccolithus,Coccolithus braarudii,Coccolithus,Coccolithus braarudii,,,Clept15,C,IPGP,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.654,0.008830591,15,12.04377829,0.2,0.017,0.65,NA,90,,Petersen
2017,Katz,Coccoliths,Coccolithus,Coccolithus braarudii,Coccolithus,Coccolithus braarudii,,,Clept10,C,IPGP,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,3,0.665,0.004205553,10,12.47288356,0.2,0.018,0.65,NA,90,,Petersen
2018,Breitenbach,Cave,,,,,,,GCP-1,C,Cambridge,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,21,0.58,0.008343916,24.5,11.28725213,1,0.075,,,70,,Petersen
2018,Breitenbach,Cave,,,,,,,MCP-1,C,Cambridge,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,22,0.607,0.007037702,18.6,11.74838772,2,0.159,,,70,,Petersen
2018,Breitenbach,Cave,,,,,,,BSP-1,C,Cambridge,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,21,0.632,0.006108866,8.9,12.57036221,0.5,0.044,,,70,,Petersen
2018,Breitenbach,Cave,,,,,,,DSP-1,C,Cambridge,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,11,0.676,0.009068112,3.2,13.09426308,0.8,0.075,,,70,,Petersen
2018,Breitenbach,Cave,,,,,,,OWB-1,C,Cambridge,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,21,0.651,0.008379528,9.1,12.55255401,1,0.088,,,70,,Petersen
2018,Breitenbach,Cave,,,,,,,NAICA1,A,Cambridge,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,17,0.541,0.008471624,47,9.75647616,1.5,0.091,,,70,,Petersen
2018,Breitenbach,Foraminifera,Globigerina,Globigerina bulloides,Globigerina,Globigerina bulloides,Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater,"Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999",,C,Cambridge,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,8,0.613,0.003,11,12.3852472,1.1,0.095,,,70,,
2018,Breitenbach,Foraminifera,Globigerina,Globigerina bulloides,Globigerina,Globigerina bulloides,Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater,"Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999",,C,Cambridge,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,9,0.615,0.004,11.5,12.34177497,1,0.086,,,70,,
2018,Breitenbach,Foraminifera,Globigerina,Globigerina bulloides,Globigerina,Globigerina bulloides,Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater,"Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999",,C,Cambridge,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,9,0.607,0.007,9.3,12.53478363,1,0.088,,,70,,
2018,Breitenbach,Foraminifera,Globigerinoides,Globigerinoides sacculifer,Trilobatus,Trilobatus sacculifer,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,C,Cambridge,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,7,0.613,0.007,20.8,11.57318968,0.9,0.071,,,70,,
2018,Breitenbach,Foraminifera,Globigerinoides,Globigerinoides sacculifer,Trilobatus,Trilobatus sacculifer,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,C,Cambridge,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,11,0.601,0.014,20.9,11.56531944,0.9,0.070,,,70,,
2018,Breitenbach,Foraminifera,Globigerinoides,Globigerinoides sacculifer,Trilobatus,Trilobatus sacculifer,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,C,Cambridge,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,7,0.587,0.007,26.3,11.15196416,1.2,0.089,,,70,,
2018,Breitenbach,Foraminifera,Globorotalia,Globorotalia inflata,Globoconella,Globoconella inflata,3 Open ocean thermocline,Aze et al 2011,,C,Cambridge,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,10,0.607,0.008,13.6,12.16166809,1,0.084,,,70,,
2018,Breitenbach,Foraminifera,Globorotalia,Globorotalia inflata,Globoconella,Globoconella inflata,3 Open ocean thermocline,Aze et al 2011,,C,Cambridge,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,7,0.643,0.008,11.4,12.35045109,1,0.086,,,70,,
2018,Breitenbach,Foraminifera,Globorotalia,Globorotalia hirsuta (dextral),Globorotalia,Globorotalia hirsuta (dextral),4 Open ocean sub-thermocline,Aze et al 2011,,C,Cambridge,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,8,0.635,0.017,8.1,12.64197531,1,0.089,,,70,,
2018,Breitenbach,Foraminifera,Globorotalia,Globorotalia hirsuta (dextral),Globorotalia,Globorotalia hirsuta (dextral),4 Open ocean sub-thermocline,Aze et al 2011,,C,Cambridge,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,7,0.619,0.01,8.9,12.57036221,1,0.089,,,70,,
2018,Breitenbach,Foraminifera,Globorotalia,Globorotalia menardii,Globorotalia,Globorotalia menardii,3 Open ocean thermocline,Aze et al 2011,,C,Cambridge,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,7,0.604,0.013,18.1,11.78876015,1,0.081,,,70,,
2018,Breitenbach,Foraminifera,Globorotalia,Globorotalia menardii,Globorotalia,Globorotalia menardii,3 Open ocean thermocline,Aze et al 2011,,C,Cambridge,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,9,0.608,0.007,20.5,11.59684866,1.1,0.086,,,70,,
2018,Breitenbach,Foraminifera,Neogloboquadrina,Neogloboquadrina dutertrei,Neogloboquadrina,Neogloboquadrina dutertrei,3 Open ocean thermocline,Aze et al 2011,,C,Cambridge,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,11,0.629,0.011,19.2,11.70021396,0.9,0.072,,,70,,
2018,Breitenbach,Foraminifera,Neogloboquadrina,Neogloboquadrina dutertrei,Neogloboquadrina,Neogloboquadrina dutertrei,3 Open ocean thermocline,Aze et al 2011,,C,Cambridge,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,9,0.579,0.004,22.5,11.44047966,1,0.077,,,70,,
2018,Breitenbach,Foraminifera,Neogloboquadrina,Neogloboquadrina dutertrei,Neogloboquadrina,Neogloboquadrina dutertrei,3 Open ocean thermocline,Aze et al 2011,,C,Cambridge,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,10,0.6,0.009,18.2,11.78066904,1,0.080,,,70,,
2018,Breitenbach,Foraminifera,Neogloboquadrina,Neogloboquadrina pachyderma (sinstral),Neogloboquadrina,Neogloboquadrina pachyderma (sinstral),5 High-latitude,Aze et al 2011,,C,Cambridge,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,12,0.66,0.007,3.3,13.08479164,4.3,0.398,,,70,,
2018,Breitenbach,Foraminifera,Neogloboquadrina,Neogloboquadrina pachyderma (sinstral),Neogloboquadrina,Neogloboquadrina pachyderma (sinstral),5 High-latitude,Aze et al 2011,,C,Cambridge,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,9,0.655,0.006,3.3,13.08479164,3.8,0.352,,,70,,
2018,Breitenbach,Foraminifera,Neogloboquadrina,Neogloboquadrina pachyderma (sinstral),Neogloboquadrina,Neogloboquadrina pachyderma (sinstral),5 High-latitude,Aze et al 2011,,C,Cambridge,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,7,0.647,0.011,3.8,13.03758825,1.1,0.103,,,70,,
2018,Breitenbach,Foraminifera,Orbulina,Orbulina universa,Orbulina,Orbulina universa,4 Open ocean sub-thermocline,Aze et al 2011,,C,Cambridge,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,7,0.607,0.013,20.9,11.56531944,1,0.078,,,70,,
2018,Breitenbach,Foraminifera,Orbulina,Orbulina universa,Orbulina,Orbulina universa,4 Open ocean sub-thermocline,Aze et al 2011,,C,Cambridge,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,7,0.606,0.008,17.8,11.81308359,1.1,0.089,,,70,,
2018,Breitenbach,Foraminifera,Orbulina,Orbulina universa,Orbulina,Orbulina universa,4 Open ocean sub-thermocline,Aze et al 2011,,C,Cambridge,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,9,0.616,0.008,16.1,11.95234897,1,0.082,,,70,,
2018,Breitenbach,Foraminifera,Orbulina,Orbulina universa,Orbulina,Orbulina universa,4 Open ocean sub-thermocline,Aze et al 2011,,C,Cambridge,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,6,0.607,0.005,13.2,12.1956689,0.9,0.076,,,70,,
2018,Breitenbach,Foraminifera,Orbulina,Orbulina universa,Orbulina,Orbulina universa,4 Open ocean sub-thermocline,Aze et al 2011,,C,Cambridge,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,9,0.595,0.006,16.9,11.88650727,1.4,0.114,,,70,,
2018,Peral,Foraminifera,Cibicides,Cibicides wuellerstorfi,Cibicidoides,Cibicidoides wuellerstorfi,Unknown,,,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,,0.685,0.003,3.3,13.08479164,1.2,0.113,,,90,,
2018,Peral,Foraminifera,Globigerina,Globigerina bulloides,Globigerina,Globigerina bulloides,Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater,"Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999",,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,,0.648,0.006,5.1,12.91604811,1,0.092,,,90,,
2018,Peral,Foraminifera,Globigerina,Globigerina bulloides,Globigerina,Globigerina bulloides,Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater,"Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999",,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,,0.659,0.004,6.9,12.75054787,1.9,0.171,,,90,,
2018,Peral,Foraminifera,Globigerina,Globigerina bulloides,Globigerina,Globigerina bulloides,Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater,"Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999",,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,,0.647,0.004,8.4,12.61504885,1.3,0.116,,,90,,
2018,Peral,Foraminifera,Globigerina,Globigerina bulloides,Globigerina,Globigerina bulloides,Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater,"Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999",,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,,0.652,0.003,8.2,12.63299025,1,0.089,,,90,,
2018,Peral,Foraminifera,Globigerina,Globigerina bulloides,Globigerina,Globigerina bulloides,Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater,"Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 2000",,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,,0.642,0.004,9.4,12.52591259,3,0.262,,,90,,
2018,Peral,Foraminifera,Globigerinoides,Globigerinoides ruber,Globigerinoides,Globigerinoides ruber,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,,0.618,0.006,16.7,11.9029166,4.1,0.330,,,90,,
2018,Peral,Foraminifera,Globigerinoides,Globigerinoides ruber,Globigerinoides,Globigerinoides ruber,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,,0.589,0.005,23.7,11.34817158,1,0.076,,,90,,
2018,Peral,Foraminifera,Globigerinoides,Globigerinoides ruber,Globigerinoides,Globigerinoides ruber,1 Open ocean mixed-layer tropical/subtropical with symbionts,Aze et al 2011,,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,,0.596,0.005,24.6,11.27967171,1,0.075,,,90,,
2018,Peral,Foraminifera,Globoconella,Globoconella inflata,Globoconella,Globoconella inflata,3 Open ocean thermocline,Aze et al 2011,,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,,0.626,0.003,13.1,12.20419138,1,0.085,,,90,,
2018,Peral,Foraminifera,Globorotalia,Globorotalia menardii,Globorotalia,Globorotalia menardii,3 Open ocean thermocline,Aze et al 2011,,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,,0.617,0.008,16.7,11.9029166,1,0.082,,,90,,
2018,Peral,Foraminifera,Globorotalia,Globorotalia menardii,Globorotalia,Globorotalia menardii,3 Open ocean thermocline,Aze et al 2011,,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,,0.608,0.003,18.6,11.74838772,0.9,0.072,,,90,,
2018,Peral,Foraminifera,Globorotalia,Globorotalia menardii,Globorotalia,Globorotalia menardii,3 Open ocean thermocline,Aze et al 2011,,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,,0.61,0.005,19.3,11.69221381,1,0.080,,,90,,
2018,Peral,Foraminifera,Globorotalia,Globorotalia truncatulinoides (d.),Globorotalia,Globorotalia truncatulinoides,4 Open ocean sub-thermocline,Aze et al 2011,,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,,0.628,0.004,13.4,12.1786507,1,0.085,,,90,,
2018,Peral,Foraminifera,Globorotalia,Globorotalia truncatulinoides (s.),Globorotalia,Globorotalia truncatulinoides,4 Open ocean sub-thermocline,Aze et al 2011,,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,,0.635,0.004,13.3,12.18715534,1,0.085,,,90,,
2018,Peral,Foraminifera,Neogloboquadrina,Neogloboquadrina pachyderma (d.),Neogloboquadrina,Neogloboquadrina pachyderma,5 High-latitude,Aze et al 2011,,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,,0.678,0.002,3.4,13.07533048,1.1,0.103,,,90,,
2018,Peral,Foraminifera,Neogloboquadrina,Neogloboquadrina pachyderma (d.),Neogloboquadrina,Neogloboquadrina pachyderma,5 High-latitude,Aze et al 2011,,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,,0.652,0.003,8.4,12.61504885,1,0.089,,,90,,
2018,Peral,Foraminifera,Neogloboquadrina,Neogloboquadrina pachyderma (d.),Neogloboquadrina,Neogloboquadrina pachyderma,5 High-latitude,Aze et al 2011,,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,,0.648,0.006,9.1,12.55255401,1,0.088,,,90,,
2018,Peral,Foraminifera,Neogloboquadrina,Neogloboquadrina pachyderma (s.),Neogloboquadrina,Neogloboquadrina pachyderma,5 High-latitude,Aze et al 2011,,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,,0.666,0.004,4.2,13.0000092,1.1,0.103,,,90,,
2018,Peral,Foraminifera,Orbulina,Orbulina universa,Orbulina,Orbulina universa,4 Open ocean sub-thermocline,Aze et al 2011,,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,,0.601,0.005,23.6,11.35582117,1,0.076,,,90,,
2018,Peral,Foraminifera,Orbulina,Orbulina universa,Orbulina,Orbulina universa,4 Open ocean sub-thermocline,Aze et al 2011,,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,,0.606,0.003,22.4,11.44822279,1,0.077,,,90,,
2018,Peral,Foraminifera,Orbulina,Orbulina universa,Orbulina,Orbulina universa,4 Open ocean sub-thermocline,Aze et al 2011,,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,,0.615,0.009,21.4,11.52608839,1.1,0.086,,,90,,
2018,Peral,Foraminifera,Uvigerina,Uvigerina mediterranea,Uvigerina,Uvigerina mediterranea,Unknown,,2FPA1_Uvigerina-mediterranea,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,,0.645,0.002,7.3,12.71420212,0.9,0.081,,,90,,
2014,Tang,,,,,,,,C20,C,UCLATripati/Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.643,0.006239955,5,12.92533689,0.5,0.046,,,100,9,Petersen
2014,Tripati reprocessed - Tang,,,,,,,,C26,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,1,0.679,0.008,5,12.92533689,0.5,0.046,,,90,8.3,Petersen
2014,Tang,,,,,,,,C18,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.639,0.018908307,5,12.92533689,0.5,0.046,,,100,9,Petersen
2014,Tripati reprocessed - Tang,,,,,,,,C27,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.66,0.017,5,12.92533689,0.5,0.046,,,90,8.3,Petersen
2014,Tripati reprocessed - Tang,,,,,,,,C50,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.663,0.004,5,12.92533689,0.5,0.046,,,90,8.3,Petersen
2014,Tripati reprocessed - Tang,,,,,,,,C48,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.663,0.005,5,12.92533689,0.5,0.046,,,90,8.3,Petersen
2014,Tang,,,,,,,,C19,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.631,0.002331705,5,12.92533689,0.5,0.046,,,100,8.3,Petersen
