Publication,Code,AdditionalTaxonomicInfo,Genus,Species,CurrentGenus,CurrentSpecies,ForamEcogroup,EcoGroupPub,Sample Name,Mineralogy,Lab,Forams,MarineMetazoa,Teeth,NaturalSynthetic,Mollusk,Lake,Corals,N,D47,D47error,Temperature_C,Temperature,TempError_C,TempError,d18O water,d18O water SD,Acid T,pH,Source,CDESorICDES,LARGEorSMALL,SyntheticVSForam,BenthicPlanktic
this study,Tripati Lab Synthetics,,,,,,,,DSC-4 bulk,A,Caltech,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.609,0.006,19.700,11.66029514,0.5,0.040,,,70,,,ICDES,Large,Synthetic,Neither
this study,Tripati Lab Synthetics,,,,,,,,DSC-4 stir bar,A,Caltech,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,7,0.603,0.009,19.700,11.66029514,0.5,0.040,,,70,,,ICDES,Large,Synthetic,Neither
2019,Muller,,,,,,,,Leeds 23,D,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,16,0.488,0.017,70,8.492430347,2,0.098,-7.31,0.1,70,,,CDES,Small,Synthetic,Neither
2019,Muller,,,,,,,,Leeds 1,D,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,12,0.477,0.014,70,8.492430347,2,0.098,-7.35,0.1,70,,,CDES,Small,Synthetic,Neither
2019,Muller,,,,,,,,Leeds 6,D,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,11,0.503,0.02,70,8.492430347,2,0.098,-7.36,0.1,70,,,CDES,Small,Synthetic,Neither
2019,Muller,,,,,,,,Leeds 12,D,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,8,0.484,0.037,70,8.492430347,2,0.098,-7.28,0.1,70,,,CDES,Small,Synthetic,Neither
2019,Muller,,,,,,,,Leeds 20,D,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,9,0.495,0.042,70,8.492430347,2,0.098,-7.33,0.1,70,,,CDES,Small,Synthetic,Neither
2019,Muller,,,,,,,,Leeds 81,D,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,18,0.495,0.022,70,8.492430347,2,0.098,,,70,,,CDES,Small,Synthetic,Neither
2019,Muller,,,,,,,,Leeds 82,D,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,21,0.479,0.016,70,8.492430347,2,0.098,-5.99,0.1,70,,,CDES,Small,Synthetic,Neither
2019,Muller,,,,,,,,Leeds 83,D,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,41,0.493,0.015,70,8.492430347,2,0.098,-7.12,0.1,70,,,CDES,Small,Synthetic,Neither
2019,Muller,,,,,,,,Leeds 21,D,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.406,0.027,140,5.858473716,2,0.056,-7.31,0.1,70,,,CDES,Small,Synthetic,Neither
2019,Muller,,,,,,,,Leeds 14,D,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,15,0.378,0.014,140,5.858473716,2,0.056,-7.13,0.1,70,,,CDES,Small,Synthetic,Neither
2019,Muller,,,,,,,,Leeds 22,D,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,9,0.381,0.015,140,5.858473716,2,0.056,-7.1,0.1,70,,,CDES,Small,Synthetic,Neither
2019,Muller,,,,,,,,Leeds 15,D,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,21,0.389,0.021,140,5.858473716,2,0.056,-7.05,0.1,70,,,CDES,Small,Synthetic,Neither
2019,Muller,,,,,,,,Leeds 34,D,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.302,0.054,220,4.111894138,2,0.033,-6.91,0.1,70,,,CDES,Small,Synthetic,Neither
2019,Muller,,,,,,,,Leeds 41,D,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.328,0.025,220,4.111894138,2,0.033,-6.71,0.1,70,,,CDES,Small,Synthetic,Neither
2019,Muller,,,,,,,,Leeds 84,D,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,12,0.291,0.018,220,4.111894138,2,0.033,-4.74,0.1,70,,,CDES,Small,Synthetic,Neither
2019,Muller,,,,,,,,Leeds 85,D,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,16,0.296,0.028,220,4.111894138,2,0.033,-4.72,0.1,70,,,CDES,Small,Synthetic,Neither
2019,Muller,,,,,,,,Leeds 86,D,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,11,0.3,0.017,220,4.111894138,2,0.033,-5.37,0.1,70,,,CDES,Small,Synthetic,Neither
2019,Muller,,,,,,,,Rodolo (H),D,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,87,0.21,0.01,1100,0.5303517882,2,0.002,,,70,,,CDES,Small,Synthetic,Neither
2019,Muller,,,,,,,,Sansa (H),D,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,59,0.208,0.011,1100,0.5303517882,2,0.002,,,70,,,CDES,Small,Synthetic,Neither
2019,van Dijk - 115 C ACID,,,,,,,,8.5,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,14,0.632,0.009,8.5,12.60609248,1,0.089,,,115,,,CDES,Small,Synthetic,Neither
2019,van Dijk - 115 C ACID,,,,,,,,18,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,12,0.562,0.007,18,11.79685961,1,0.081,,,115,,,CDES,Small,Synthetic,Neither
2019,van Dijk - 115 C ACID,,,,,,,,23,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,13,0.546,0.005,23,11.40188158,1,0.077,,,115,,,CDES,Small,Synthetic,Neither
2019,van Dijk - 115 C ACID,,,,,,,,27.5,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,15,0.571,0.013,27.5,11.06311899,1,0.073,,,115,,,CDES,Small,Synthetic,Neither
2019,van Dijk - 115 C ACID,,,,,,,,37,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,15,0.538,0.015,37,10.39576441,1,0.067,,,115,,,CDES,Small,Synthetic,Neither
2019,van Dijk - 115 C ACID,,,,,,,,42,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,12,0.512,0.013,42,10.06851397,1,0.064,,,115,,,CDES,Small,Synthetic,Neither
2019,van Dijk - 115 C ACID,,,,,,,,47,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.51,0.018,47,9.75647616,1,0.061,,,115,,,CDES,Small,Synthetic,Neither
2019,van Dijk - 115 C ACID,,,,,,,,52,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,15,0.483,0.008,52,9.458722478,1,0.058,,,115,,,CDES,Small,Synthetic,Neither
2019,van Dijk - 115 C ACID,,,,,,,,57,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,15,0.469,0.017,57,9.174394202,1,0.055,,,115,,,CDES,Small,Synthetic,Neither
2019,van Dijk - 115 C ACID,,,,,,,,62,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,13,0.468,0.015,62,8.902696179,1,0.053,,,115,,,CDES,Small,Synthetic,Neither
2019,van Dijk - 115 C ACID,,,,,,,,250,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,18,0.237,0.01,250,3.653823298,10,0.136,,,115,,,CDES,Small,Synthetic,Neither
2019,van Dijk - 115 C ACID,,,,,,,,400,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,7,0.15,0.018,400,2.206867707,10,0.064,,,115,,,CDES,Small,Synthetic,Neither
2019,van Dijk - 115 C ACID,,,,,,,,800,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,10,0.125,0.009,800,0.8683186723,10,0.016,,,115,,,CDES,Small,Synthetic,Neither
2019,van Dijk - 115 C ACID,,,,,,,,800,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,10,0.124,0.008,800,0.8683186723,10,0.016,,,115,,,CDES,Small,Synthetic,Neither
2019,van Dijk - 70 C ACID,,,,,,,,8.5,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,14,0.586,0.014,8.5,12.60609248,1,0.089,,,70,,,CDES,Small,Synthetic,Neither
2019,van Dijk - 70 C ACID,,,,,,,,18,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,12,0.556,0.016,18,11.79685961,1,0.081,,,70,,,CDES,Small,Synthetic,Neither
2019,van Dijk - 70 C ACID,,,,,,,,27.5,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,15,0.538,0.029,27.5,11.06311899,1,0.073,,,70,,,CDES,Small,Synthetic,Neither
2019,van Dijk - 70 C ACID,,,,,,,,37,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,15,0.514,0.03,37,10.39576441,1,0.067,,,70,,,CDES,Small,Synthetic,Neither
2019,van Dijk - 70 C ACID,,,,,,,,52,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,15,0.456,0.022,52,9.458722478,1,0.058,,,70,,,CDES,Small,Synthetic,Neither
2019,van Dijk - 70 C ACID,,,,,,,,57,S,ETH,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,13,0.446,0.019,62,8.902696179,1,0.053,,,70,,,CDES,Small,Synthetic,Neither
2020,Jautzy,,,,,,,,CA5_05,C,GeoSurveyCanada,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,21,0.659,0.006,5,12.92533689,0.5,0.046,,,70,,,ICDES,Small,Synthetic,Neither
2020,Jautzy,,,,,,,,CA5_07,C,GeoSurveyCanada,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,19,0.665,0.007,5,12.92533689,0.5,0.046,,,70,,,ICDES,Small,Synthetic,Neither
this study,Tripati Lab Synthetics,,,,,,,,5C',C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.652,0.008,5,12.92533689,0.5,0.046,,,70,,,ICDES,Small,Synthetic,Neither
2021,Anderson,,,,,,,,UWCP14_4C_3,C,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,8,0.650,0.012727922,6,12.8328978,0.05,0.005,,,70,,,ICDES,Small,Synthetic,Neither
2021,Anderson,,,,,,,,UWCP14_4C_4,C,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,9,0.658,0.012,6,12.8328978,0.05,0.005,,,70,,,ICDES,Small,Synthetic,Neither
2021,Anderson,,,,,,,,UWCP14_8C_2,C,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,9,0.633,0.012,9,12.56145338,0.12,0.011,,,70,,,ICDES,Small,Synthetic,Neither
2021,Anderson,,,,,,,,UWCP14_8C_6,C,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,9,0.648,0.012,9,12.56145338,0.15,0.013,,,70,,,ICDES,Small,Synthetic,Neither
2021,Anderson,,,,,,,,UWCP14_8C_CA_4,C,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,8,0.648,0.012727922,9,12.56145338,0.12,0.011,,,70,,,ICDES,Small,Synthetic,Neither
this study,Tripati Lab Synthetics,,,,,,,,10C',C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.607,0.006,10,12.47288356,0.5,0.044,,,70,,,ICDES,Small,Synthetic,Neither
2021,Lucarelli,,,,,,,,8.3 - 5C,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.655,0.006,10,12.47288356,0.5,0.044,,,70/90,8.3,,ICDES,Small,Synthetic,Neither
2021,Lucarelli,,,,,,,,8.3 - 10 C,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,9,0.634,0.005,15,12.04377829,0.5,0.042,,,70/90,8.3,,ICDES,Small,Synthetic,Neither
2021,Anderson,,,,,,,,UWCP14_21C_1,C,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,8,0.611,0.012727922,22,11.47927407,0.22,0.017,,,70,,,ICDES,Small,Synthetic,Neither
2021,Anderson,,,,,,,,UWCP14_20C_9,C,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,8,0.604,0.012727922,23,11.40188158,0.33,0.025,,,70,,,ICDES,Small,Synthetic,Neither
2021,Anderson,,,,,,,,UWCP14_20C_CA_11,C,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,10,0.615,0.0113842,23,11.40188158,0.34,0.026,,,70,,,ICDES,Small,Synthetic,Neither
2020,Jautzy,,,,,,,,CA25,C,GeoSurveyCanada,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,24,0.589,0.009,25,11.24942624,0.5,0.038,,,70,,,ICDES,Small,Synthetic,Neither
2021,Anderson,,,,,,,,HT_25C,C,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,9,0.6097,0.012,25,11.24942624,2,0.149,,,70,,,ICDES,Small,Synthetic,Neither
this study,Tripati Lab Synthetics,,,,,,,,25C',C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,13,0.599,0.006,25,11.24942624,0.5,0.038,,,70,,,ICDES,Small,Synthetic,Neither
2021,Lucarelli,,,,,,,,8.3 - 15 C,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,10,0.629,0.006,25,11.24942624,0.5,0.038,,,70/90,8.3,,ICDES,Small,Synthetic,Neither
2021,Lucarelli,,,,,,,,8.3 - 25 C,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,12,0.591,0.010,25,11.24942624,0.5,0.038,,,70/90,9,,ICDES,Small,Synthetic,Neither
this study,Tripati Lab Synthetics,,,,,,,,UCLA Tank 1 25 C',C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,8,0.606,0.009,25,11.24942624,0.5,0.038,,,70,,,ICDES,Small,Synthetic,Neither
this study,Tripati Lab Synthetics,,,,,,,,UCLA Tank 2 25C',C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,7,0.576,0.004,25,11.24942624,0.5,0.038,,,70,,,ICDES,Small,Synthetic,Neither
this study,Tripati Lab Synthetics,,,,,,,,UCLA Tank 3 25C',C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.591,0.018,25,11.24942624,0.5,0.038,,,70,,,ICDES,Small,Synthetic,Neither
this study,Tripati Lab Synthetics,,,,,,,,UCLA Tank 4 25C',C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,11,0.598,0.01,25,11.24942624,0.5,0.038,,,70,,,ICDES,Small,Synthetic,Neither
2021,Anderson,,,,,,,,IPGP_100-A3,D,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,9,0.4272,0.012,102.3,7.094075115,2,0.075,,,70,,,ICDES,Small,Synthetic,Neither
2021,Anderson,,,,,,,,IPGP_250-A5,D,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,9,0.2747,0.012,252.1,3.62466503,2,0.027,,,70,,,ICDES,Small,Synthetic,Neither
2021,Anderson,,,,,,,,IPGP_350-A9,D,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,10,0.2319,0.0113842,351.4,2.563690385,2,0.016,,,70,,,ICDES,Small,Synthetic,Neither
2021,Anderson,,,,,,,,IPGP_80-1,D,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,10,0.495,0.0113842,80.2,8.009212356,1,0.045,,,70,,,ICDES,Small,Synthetic,Neither
this study,Tripati Lab Synthetics,,,,,,,,40C',C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,10,0.551,0.007,40,10.19753414,1,0.065,,,70,,,ICDES,Small,Synthetic,Neither
this study,Tripati Lab Synthetics,,,,,,,,40 C Tank 2',C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,8,0.556,0.011,40,10.19753414,1,0.065,,,70,,,ICDES,Small,Synthetic,Neither
this study,Tripati Lab Synthetics,,,,,,,,40 C Tank 3',C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.561,0.008,40,10.19753414,1,0.065,,,70,,,ICDES,Small,Synthetic,Neither
2021,Anderson,,,,,,,,HT_80C,A,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,9,0.4872,0.012,80,8.018286665,2,0.090,,,70,,,ICDES,Small,Synthetic,Neither
this study,Tripati Lab Synthetics,,,,,,,,40 C Tank 4',C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,8,0.543,0.006,40,10.19753414,1,0.065,,,70,,,ICDES,Small,Synthetic,Neither
2020,Jautzy,,,,,,,,CA50,C,GeoSurveyCanada,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,21,0.535,0.009,50,9.576166301,0.5,0.030,,,70,,,ICDES,Small,Synthetic,Neither
2021,Anderson,,,,,,,,UWCP14_50C_CA_11,C,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,9,0.527,0.012,50,9.576166301,0.74,0.044,,,70,,,ICDES,Small,Synthetic,Neither
2021,Anderson,,,,,,,,UWCP14_50C_2,C,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,9,0.534,0.012,51,9.517172655,0.36,0.021,,,70,,,ICDES,Small,Synthetic,Neither
2021,Anderson,,,,,,,,UWCP14_50C_7,C,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,9,0.518,0.012,54,9.343426009,1.98,0.112,,,70,,,ICDES,Small,Synthetic,Neither
2021,Anderson,,,,,,,,UWCP14_60C_2,C,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,9,0.491,0.012,66,8.693934366,2.31,0.117,,,70,,,ICDES,Small,Synthetic,Neither
2020,Jautzy,,,,,,,,CA70,C,GeoSurveyCanada,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,24,0.485,0.01,70,8.492430347,0.5,0.025,,,70,,,ICDES,Small,Synthetic,Neither
in prep,Tripati Lab Synthetics,,,,,,,,70C,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,8,0.495,0.005,70,8.4924,0.5,0.02,,,90,,,ICDES,Small,Synthetic,Neither
2021,Anderson,,,,,,,,UWCP14_70C_CA_4,C,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,9,0.493,0.012,71,8.443148975,1,0.049,,,70,,,ICDES,Small,Synthetic,Neither
2021,Anderson,,,,,,,,UWCP14_70C_4,C,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,8,0.490,0.012727922,72,8.394295329,0.43,0.021,,,70,,,ICDES,Small,Synthetic,Neither
2021,Anderson,,,,,,,,UWCP14_80C_2,C,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,9,0.483,0.012,78,8.109884228,1.28,0.059,,,70,,,ICDES,Small,Synthetic,Neither
2020,Jautzy,,,,,,,,CA90,C,GeoSurveyCanada,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,22,0.454,0.016,90,7.582770346,0.5,0.021,,,70,,,ICDES,Small,Synthetic,Neither
2020,Jautzy,,,,,,,,CA120,C,GeoSurveyCanada,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,24,0.401,0.008,120,6.469689529,0.5,0.016,,,70,,,ICDES,Small,Synthetic,Neither
2020,Jautzy,,,,,,,,CA170,C,GeoSurveyCanada,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,25,0.338,0.007,170,5.092118395,0.5,0.011,,,70,,,ICDES,Small,Synthetic,Neither
2020,Jautzy,,,,,,,,CA200,C,GeoSurveyCanada,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,24,0.321,0.009,200,4.466859692,0.5,0.009,,,70,,,ICDES,Small,Synthetic,Neither
2020,Jautzy,,,,,,,,CA250_06,C,GeoSurveyCanada,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,30,0.286,0.009,250,3.653823298,0.5,0.007,,,70,,,ICDES,Small,Synthetic,Neither
2020,Jautzy,,,,,,,,CA250_09,C,GeoSurveyCanada,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,32,0.302,0.009,250,3.653823298,0.5,0.007,,,70,,,ICDES,Small,Synthetic,Neither
2020,Jautzy,,,,,,,,CA726,C,GeoSurveyCanada,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,100,0.203,0.005,726,1.00170217,0.5,0.001,,,70,,,ICDES,Small,Synthetic,Neither
2021,Anderson,,,,,,,,ETH-1-1100-SAM,C,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,10,0.1778,0.0113842,1100,0.5303517882,10,0.008,,,70,,,ICDES,Small,Synthetic,Neither
2021,Anderson,,,,,,,,ETH-2-1100-SAM,C,MIT,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,10,0.1915,0.0113842,1100,0.5303517882,10,0.008,,,70,,,ICDES,Small,Synthetic,Neither
2012,Passey and Henkes,,,,,,,,MGB-CC-1-475-RDX116,C,JohnsHopkins,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.22930333,0.00322772,475,1.786580706,3,0.014,,,,,,CDES,Unclear,Synthetic,Neither
2012,Passey and Henkes,,,,,,,,NE-CC-1-560-RDX048,C,JohnsHopkins,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.21669,0.00258612,560,1.440633809,3,0.010,,,,,,CDES,Unclear,Synthetic,Neither
2012,Passey and Henkes,,,,,,,,NE-CC-1-600-RDX009,C,JohnsHopkins,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.22521333,0.00384513,600,1.311663046,3,0.009,,,,,,CDES,Unclear,Synthetic,Neither
2012,Passey and Henkes,,,,,,,,NE-CC-1-650-RDX003,C,JohnsHopkins,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.19912333,0.00049398,650,1.173425311,3,0.008,,,,,,CDES,Unclear,Synthetic,Neither
2012,Passey and Henkes,,,,,,,,NE-CC-1-700-RDX030,C,JohnsHopkins,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.207895,0.000505,700,1.05594288,3,0.006,,,,,,CDES,Unclear,Synthetic,Neither
2012,Passey and Henkes,,,,,,,,NE-CC-1-800-RDX056,C,JohnsHopkins,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.21137,0.00242,800,0.8683186723,3,0.005,,,,,,CDES,Unclear,Synthetic,Neither
2018,Peral,Foraminifera,Neogloboquadrina,pachyderma,Neogloboquadrina,pachyderma,,,Neogloboquadrina pachyderma MD03-2680,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.647,0.007,,12.26607555,,0.183,0.35,0.2,,,,ICDES,Large,Forams,Planktic
2018,Peral,Foraminifera,Neogloboquadrina,pachyderma,Neogloboquadrina,pachyderma,,,Neogloboquadrina pachyderma MD04-2720,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.676,0.008,,13.13104317,,0.203,-0.36,0.2,,,,ICDES,Large,Forams,Planktic
2018,Peral,Foraminifera,Neogloboquadrina,pachyderma,Neogloboquadrina,pachyderma,,,Neogloboquadrina pachyderma MD08-3182,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.65,0.007,,12.33695501,,0.186,0.2,0.2,,,,ICDES,Large,Forams,Planktic
2018,Peral,Foraminifera,Neogloboquadrina,pachyderma,Neogloboquadrina,pachyderma,,,Neogloboquadrina pachyderma MOCOSEDst1,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,8,0.667,0.006,,12.82795271,,0.194,0.03,0.26,,,,ICDES,Large,Forams,Planktic
2018,Peral,Foraminifera,Uvigerina,mediterranea,Uvigerina,mediterranea,,,No Photosymbionts 2FPA1,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,31,0.649,0.004,,12.56688542,,0.086,0.58,0.2,,,,ICDES,Large,Forams,Benthic
2018,Peral,Foraminifera,Orbulina,universa,Orbulina,universa,,,Orbulina universa MD00-2360,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,8,0.608,0.005,,11.3884,,0.17,0.32,0.22,,,,ICDES,Large,Forams,Planktic
2018,Peral,Foraminifera,Orbulina,universa,Orbulina,universa,,,Orbulina universa MD02-2577,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.615,0.007,,11.4986,,0.17,0.9,0.21,,,,ICDES,Large,Forams,Planktic
2018,Peral,Foraminifera,Orbulina,universa,Orbulina,universa,,,Orbulina universa MD12-3426,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,4,0.604,0.007,,11.3797,,0.17,0.11,0.25,,,,ICDES,Large,Forams,Planktic
2018,Peral,Foraminifera,Cibicidoides,wuellerstorfi,Cibicidoides,wuellerstorfi,,,Photosymbionts MOCOSEDst1,C,IPSL,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,16,0.685,0.004,,13.58996037,0.113965938,0.113,0.28,0.2,,,,ICDES,Large,Forams,Benthic
2019,Piasecki,Foraminifera,Cibicides,pachyderma,Cibicides,pachyderma,,,Cibicidoides pachyderma SO213-54-4,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,6,0.668,0.011,6,13.2811,,0.08,-0.08,0.2,,,,ICDES,Small,Forams,Benthic
2019,Piasecki,Foraminifera,Mixed benthic species,,Mixed benthic species,,,,Mixed benthic 13MC-G,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,106,0.656,0.004,106,12.3932,,0.19,0.74,0.2,,,,ICDES,Small,Forams,Benthic
2019,Piasecki,Foraminifera,Mixed benthic species,,Mixed benthic species,,,,Mixed benthic 19MC-G,C,UnivBergen,Foraminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,47,0.640,0.005,47,11.9733,,0.27,1,0.2,,,,ICDES,Small,Forams,Benthic
